GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2022101611,2022-10-16,1,2,16,PHI,DAL,3,1,82,,1,,0,"(2:16) (NO HUDDLE) 1-J.HURTS UP THE MIDDLE TO DAL 16 FOR 2 YARDS (55-L.VANDER ESCH).",0,,,2022,2,"NO HUDDLE",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,18,OPP,0,,0,,0
2022101611,2022-10-16,1,2,35,PHI,DAL,2,1,82,,0,,0,"(2:35) (NO HUDDLE, SHOTGUN) 1-J.HURTS PASS SHORT LEFT TO 16-Q.WATKINS PUSHED OB AT DAL 18 FOR NO GAIN (55-L.VANDER ESCH; 2-J.LEWIS).",0,,,2022,0,"NO HUDDLE SHOTGUN",PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,18,OPP,0,,0,,0
2022101611,2022-10-16,1,2,58,PHI,DAL,1,10,73,,0,,0,"(2:58) (NO HUDDLE, SHOTGUN) 14-K.GAINWELL UP THE MIDDLE TO DAL 18 FOR 9 YARDS (27-J.KEARSE; 55-L.VANDER ESCH).",0,,,2022,9,"NO HUDDLE SHOTGUN",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,27,OPP,0,,0,,0
2022101611,2022-10-16,1,3,28,PHI,DAL,4,3,62,,1,,0,"(3:28) (SHOTGUN) 1-J.HURTS PASS SHORT RIGHT TO 11-A.BROWN PUSHED OB AT DAL 27 FOR 11 YARDS (28-M.HOOKER).",0,,,2022,11,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,38,OPP,0,,0,,0
2022101611,2022-10-16,1,4,9,PHI,DAL,3,5,60,,0,,0,"(4:09) (SHOTGUN) 14-K.GAINWELL LEFT TACKLE TO DAL 38 FOR 2 YARDS (97-O.ODIGHIZUWA).",0,,,2022,2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",40,OPP,0,,0,,0
2022101611,2022-10-16,1,4,53,PHI,DAL,2,10,55,,0,,0,"(4:53) (SHOTGUN) 1-J.HURTS PASS SHORT LEFT TO 6-D.SMITH TO DAL 40 FOR 5 YARDS (2-J.LEWIS; 55-L.VANDER ESCH).",0,,,2022,5,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2022101611,2022-10-16,1,4,57,PHI,DAL,1,10,55,,0,,0,"(4:57) (NO HUDDLE, SHOTGUN) 1-J.HURTS PASS INCOMPLETE SHORT LEFT TO 88-D.GOEDERT (11-M.PARSONS).",0,,,2022,0,"NO HUDDLE SHOTGUN",PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,45,OPP,0,,0,,0
2022101611,2022-10-16,1,0,0,,,0,0,100,,1,,0,GAME,0,,,2022,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101610,2022-10-16,4,0,0,,,0,0,100,,1,,0,"END GAME",0,,,2022,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101610,2022-10-16,4,0,43,,,0,0,100,,1,,0,"TIMEOUT #3 BY KC AT 00:43.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101610,2022-10-16,4,0,43,BUF,KC,3,8,72,,0,,0,"(:43) 17-J.ALLEN KNEELS TO KC 32 FOR -4 YARDS.",0,,,2022,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
2022101610,2022-10-16,4,0,46,,,0,0,100,,1,,0,"TIMEOUT #2 BY KC AT 00:46.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101610,2022-10-16,4,0,46,BUF,KC,2,4,76,,0,,0,"(:46) 17-J.ALLEN KNEELS TO KC 28 FOR -4 YARDS.",0,,,2022,0,"UNDER CENTER","QB KNEEL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,24,OPP,0,,0,,0
2022101610,2022-10-16,4,0,51,BUF,KC,1,10,70,,0,,0,"(:51) 68-B.HART REPORTED IN AS ELIGIBLE.  26-D.SINGLETARY LEFT GUARD TO KC 24 FOR 6 YARDS (99-K.SAUNDERS; 54-L.CHENAL).",0,,,2022,6,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT GUARD",30,OPP,0,,0,,0
2022101610,2022-10-16,4,1,4,BUF,KC,0,0,85,,1,,0,"2-T.BASS EXTRA POINT IS GOOD, CENTER-69-R.FERGUSON, HOLDER-8-S.MARTIN.",0,,,2022,0,"UNDER CENTER","EXTRA POINT",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,15,OPP,0,,0,,0
2022101610,2022-10-16,4,1,9,BUF,KC,2,12,86,,1,,0,"(1:09) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 88-D.KNOX FOR 14 YARDS, TOUCHDOWN.",0,,,2022,14,SHOTGUN,PASS,0,1,0,1,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,14,OPP,0,,0,,0
2022101610,2022-10-16,4,1,53,BUF,KC,1,10,88,,0,,0,"(1:53) (SHOTGUN) 17-J.ALLEN LEFT END TO KC 14 FOR -2 YARDS (55-F.CLARK, 38-L.SNEED).",0,,,2022,-2,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",12,OPP,0,,0,,0
2022101610,2022-10-16,4,2,0,BUF,KC,1,10,72,,1,,0,"(2:00) (SHOTGUN) 17-J.ALLEN RIGHT END PUSHED OB AT KC 12 FOR 16 YARDS (32-N.BOLTON).",0,,,2022,16,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",28,OPP,0,,0,,0
2022101610,2022-10-16,4,2,11,BUF,KC,2,10,54,,1,,0,"(2:11) (SHOTGUN) 17-J.ALLEN PASS DEEP RIGHT TO 14-S.DIGGS TO KC 28 FOR 18 YARDS (35-JA.WATSON; 22-J.THORNHILL). KC-35-JA.WATSON WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.",0,,,2022,18,SHOTGUN,PASS,0,1,0,0,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
2022101610,2022-10-16,4,2,14,BUF,KC,1,10,54,,0,,0,"(2:14) (SHOTGUN) 17-J.ALLEN PASS INCOMPLETE SHORT RIGHT TO 14-S.DIGGS (8-C.DUNLAP).",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,46,OPP,0,,0,,0
2022101700,2022-10-17,5,2,38,,,0,0,100,,1,,0,"END GAME",0,,,2022,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,5,2,43,,,0,0,100,,1,,0,"TIMEOUT #1 BY DEN AT 02:43.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,5,2,43,LAC,DEN,4,3,79,,0,,0,"(2:43) 6-D.HOPKINS 39 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,,,2022,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,21,OPP,0,,0,,0
2022101700,2022-10-17,5,3,23,LAC,DEN,3,12,70,,0,,0,"(3:23) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 81-M.WILLIAMS TO DEN 21 FOR 9 YARDS (31-J.SIMMONS).",0,,,2022,9,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,30,OPP,0,,0,,0
2022101700,2022-10-17,5,4,5,LAC,DEN,2,11,71,,0,,0,"(4:05) 30-A.EKELER LEFT END TO DEN 30 FOR -1 YARDS (22-K.JACKSON, 49-A.SINGLETON).",0,,,2022,-1,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT END",29,OPP,0,,0,,0
2022101700,2022-10-17,5,8,32,,,0,0,100,,1,,0,"TIMEOUT #1 BY LAC AT 08:32.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,0,0,,,0,0,100,,1,,0,"END QUARTER 4",0,,,2022,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,0,1,,,0,0,100,,1,,0,"TIMEOUT #1 BY LAC AT 00:01.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,0,33,,,0,0,100,,1,,0,"TIMEOUT #3 BY DEN AT 00:33.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,1,51,,,0,0,100,,1,,0,"TWO-MINUTE WARNING",0,,,2022,0,"UNDER CENTER",,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,2,31,,,0,0,100,,1,,0,"TIMEOUT #1 BY DEN AT 02:31.",0,,,2022,0,"UNDER CENTER",TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,4,4,2,LAC,DEN,4,12,83,,0,,0,"(4:02) 6-D.HOPKINS 35 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,,,2022,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,17,OPP,0,,0,,0
2022101700,2022-10-17,4,4,6,LAC,DEN,3,12,83,,0,,0,"(4:06) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP LEFT TO 81-M.WILLIAMS.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP LEFT",0,0,0,,0,0,0,0,0,0,,17,OPP,0,,0,,0
2022101700,2022-10-17,4,4,10,LAC,DEN,2,12,83,,0,,0,"(4:10) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 30-A.EKELER.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,17,OPP,0,,0,,0
2022101700,2022-10-17,4,4,54,LAC,DEN,1,20,75,,0,,0,"(4:54) (SHOTGUN) 10-J.HERBERT PASS SHORT MIDDLE TO 30-A.EKELER TO DEN 17 FOR 8 YARDS (49-A.SINGLETON, 22-K.JACKSON) [50-J.GRIFFITH].",0,,,2022,8,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,25,OPP,0,,0,,0
2022101700,2022-10-17,4,4,59,LAC,DEN,1,10,85,,0,,0,"(4:59) 30-A.EKELER UP THE MIDDLE TO DEN 12 FOR 3 YARDS (99-D.WILLIAMS, 56-B.BROWNING). PENALTY ON LAC-64-B.JAIMES, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DEN 15 - NO PLAY.",0,,,2022,3,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,1,0,0,CENTER,15,OPP,1,LAC,1,"OFFENSIVE HOLDING",10
2022101700,2022-10-17,4,5,4,LAC,DEN,3,8,75,,0,,0,"(5:04) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 5-J.PALMER. PENALTY ON DEN-27-D.MATHIS, DEFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT DEN 25 - NO PLAY.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,1,0,0,,25,OPP,1,DEN,1,"DEFENSIVE PASS INTERFERENCE",10
2022101700,2022-10-17,4,5,46,LAC,DEN,2,13,70,,0,,0,"(5:46) (SHOTGUN) 10-J.HERBERT SCRAMBLES RIGHT END TO DEN 25 FOR 5 YARDS (50-J.GRIFFITH).",0,,,2022,5,SHOTGUN,SCRAMBLE,1,0,0,0,,0,0,0,,0,0,0,0,0,0,,30,OPP,0,,0,,0
2022101700,2022-10-17,4,12,16,DEN,LAC,1,10,59,,0,,0,"(12:16) (SHOTGUN) 28-L.MURRAY LEFT TACKLE TO LAC 42 FOR -1 YARDS (98-A.JOHNSON).",0,,,2022,-1,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"LEFT TACKLE",41,OPP,0,,0,,0
2022101700,2022-10-17,4,15,0,LAC,DEN,4,2,71,,0,,0,"(15:00) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT LEFT TO 1-D.CARTER (27-D.MATHIS).",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,29,OPP,0,,0,,0
2022101700,2022-10-17,3,0,0,,,0,0,100,,1,,0,"END QUARTER 3",0,,,2022,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,OPP,0,,0,,0
2022101700,2022-10-17,3,0,44,LAC,DEN,3,8,65,,0,,0,"(:44) (SHOTGUN) 10-J.HERBERT PASS SHORT RIGHT TO 20-S.MICHEL TO DEN 29 FOR 6 YARDS (31-J.SIMMONS; 50-J.GRIFFITH).",0,,,2022,6,SHOTGUN,PASS,0,1,0,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
2022101700,2022-10-17,3,0,50,LAC,DEN,2,8,65,,0,,0,"(:50) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE DEEP RIGHT TO 30-A.EKELER.",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"DEEP RIGHT",0,0,0,,0,0,0,0,0,0,,35,OPP,0,,0,,0
2022101700,2022-10-17,3,1,28,LAC,DEN,1,10,63,,0,,0,"(1:28) (SHOTGUN) 10-J.HERBERT PASS SHORT LEFT TO 5-J.PALMER TO DEN 35 FOR 2 YARDS (49-A.SINGLETON).",0,,,2022,2,SHOTGUN,PASS,0,1,0,0,"SHORT LEFT",0,0,0,,0,0,0,0,0,0,,37,OPP,0,,0,,0
2022101700,2022-10-17,3,2,13,LAC,DEN,3,7,56,,1,,0,"(2:13) (SHOTGUN) 10-J.HERBERT PASS SHORT MIDDLE TO 1-D.CARTER TO DEN 37 FOR 7 YARDS (21-K.WILLIAMS).",0,,,2022,7,SHOTGUN,PASS,0,1,0,0,"SHORT MIDDLE",0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
2022101700,2022-10-17,3,2,19,LAC,DEN,2,7,56,,0,,0,"(2:19) (SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 30-A.EKELER (31-J.SIMMONS).",0,,,2022,0,SHOTGUN,PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,44,OPP,0,,0,,0
2022101700,2022-10-17,3,2,54,LAC,DEN,1,10,53,,0,,0,"(2:54) 30-A.EKELER RIGHT END TO DEN 44 FOR 3 YARDS (53-J.COOPER, 50-J.GRIFFITH).",0,,,2022,3,"UNDER CENTER",RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,"RIGHT END",47,OPP,0,,0,,0
2022101700,2022-10-17,3,9,12,LAC,DEN,4,1,88,,0,,0,"(9:12) 6-D.HOPKINS 31 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-16-J.SCOTT.",0,,,2022,0,"FIELD GOAL","FIELD GOAL",0,0,0,0,,0,0,0,,0,0,0,0,0,0,,12,OPP,0,,0,,0
2022101700,2022-10-17,3,9,15,LAC,DEN,3,1,88,,0,,0,"(9:15) (NO HUDDLE, SHOTGUN) 10-J.HERBERT PASS INCOMPLETE SHORT RIGHT TO 5-J.PALMER (99-D.WILLIAMS).",0,,,2022,0,"NO HUDDLE SHOTGUN",PASS,0,1,1,0,"SHORT RIGHT",0,0,0,,0,0,0,0,0,0,,12,OPP,0,,0,,0
